NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Based
1001,"BUTTER,WITH SALT",15.87,717,0.85,81.11,2.11,0.06,0,0.06,24,0.02,2,24,24,643,0.09,0,0,1,0,0.005,0.034,0.042,0.11,0.003,3,0,3,3,18.8,0.17,2499,684,671,0,158,0,0,0,2.32,1.5,60,7,51.368,21.021,3.043,215,5,"1 pat,  (1"" sq, 1/3"" high)",14.2,1 tbsp,0,0
1002,"BUTTER,WHIPPED,WITH SALT",15.87,717,0.85,81.11,2.11,0.06,0,0.06,24,0.16,2,23,26,659,0.05,0.016,0.004,1,0,0.005,0.034,0.042,0.11,0.003,3,0,3,3,18.8,0.13,2499,684,671,0,158,0,0,0,2.32,1.5,60,7,50.489,23.426,3.012,219,3,"1 pat,  (1"" sq, 1/3"" high)",9.4,1 tbsp,0,0
1003,"BUTTER OIL,ANHYDROUS",0.24,876,0.28,99.48,0,0,0,0,4,0,0,3,5,2,0.01,0.001,0,0,0,0.001,0.005,0.003,0.01,0.001,0,0,0,0,22.3,0.01,3069,840,824,0,193,0,0,0,2.8,1.8,73,8.6,61.924,28.732,3.694,256,12,1 tbsp,205,1 cup,0,0
1004,"CHEESE,BLUE",42.41,353,21.4,28.74,5.11,2.34,0,0.5,528,0.31,23,387,256,1146,2.66,0.04,0.009,14.5,0,0.029,0.382,1.016,1.729,0.166,36,0,36,36,15.4,1.22,721,198,192,0,74,0,0,0,0.25,0.5,21,2.4,18.669,7.778,0.8,75,28,1 oz,17,1 cubic inch,0,0
1005,"CHEESE,BRICK",41.11,371,23.24,29.68,3.18,2.79,0,0.51,674,0.43,24,451,136,560,2.6,0.024,0.012,14.5,0,0.014,0.351,0.118,0.288,0.065,20,0,20,20,15.4,1.26,1080,292,286,0,76,0,0,0,0.26,0.5,22,2.5,18.764,8.598,0.784,94,132,"1 cup, diced",113,"1 cup, shredded",0,0
1006,"CHEESE,BRIE",48.42,334,20.75,27.68,2.7,0.45,0,0.45,184,0.5,20,188,152,629,2.38,0.019,0.034,14.5,0,0.07,0.52,0.38,0.69,0.235,65,0,65,65,15.4,1.65,592,174,173,0,9,0,0,0,0.24,0.5,20,2.3,17.41,8.013,0.826,100,28,1 oz,144,"1 cup, sliced",0,0
1007,"CHEESE,CAMEMBERT",51.8,300,19.8,24.26,3.68,0.46,0,0.46,388,0.33,20,347,187,842,2.38,0.021,0.038,14.5,0,0.028,0.488,0.63,1.364,0.227,62,0,62,62,15.4,1.3,820,241,240,0,12,0,0,0,0.21,0.4,18,2,15.259,7.023,0.724,72,28,1 oz,246,1 cup,0,0
1008,"CHEESE,CARAWAY",39.28,376,25.18,29.2,3.28,3.06,0,,673,0.64,22,490,93,690,2.94,0.024,0.021,14.5,0,0.031,0.45,0.18,0.19,0.074,18,0,18,18,,0.27,1054,271,262,,,,,,,,,,18.584,8.275,0.83,93,28,1 oz,,,0,0
1009,"CHEESE,CHEDDAR",37.1,406,24.04,33.82,3.71,1.33,0,0.28,675,0.16,27,473,76,644,3.43,0.056,0.033,28.3,0,0.027,0.434,0.039,0.481,0.049,26,0,26,26,16.5,0.88,994,263,256,0,85,0,0,0,0.78,0.6,24,2.9,19.368,8.428,1.433,102,132,"1 cup, diced",244,"1 cup, melted",0,0
1010,"CHEESE,CHESHIRE",37.65,387,23.37,30.6,3.6,4.78,0,,643,0.21,21,464,95,700,2.79,0.042,0.012,14.5,0,0.046,0.293,0.08,0.413,0.074,18,0,18,18,,0.83,985,233,220,,,,,,,,,,19.475,8.671,0.87,103,28,1 oz,,,0,0
1011,"CHEESE,COLBY",38.2,394,23.76,32.11,3.36,2.57,0,0.52,685,0.76,26,457,127,604,3.07,0.042,0.012,14.5,0,0.015,0.375,0.093,0.21,0.079,18,0,18,18,15.4,0.83,994,264,257,0,82,0,0,0,0.28,0.6,24,2.7,20.218,9.28,0.953,95,132,"1 cup, diced",113,"1 cup, shredded",0,0
1012,"CHEESE,COTTAGE,CRMD,LRG OR SML CURD",79.79,98,11.12,4.3,1.41,3.38,0,2.67,83,0.07,8,159,104,364,0.4,0.029,0.002,9.7,0,0.027,0.163,0.099,0.557,0.046,12,0,12,12,18.4,0.43,140,37,36,0,12,0,0,0,0.08,0.1,3,0,1.718,0.778,0.123,17,113,4 oz,210,"1 cup, large curd (not packed)",0,0
1013,"CHEESE,COTTAGE,CRMD,W/FRUIT",79.64,97,10.69,3.85,1.2,4.61,0.2,2.38,53,0.16,7,113,90,344,0.33,0.04,0.003,7.7,1.4,0.033,0.142,0.15,0.181,0.068,11,0,11,11,17.5,0.53,146,38,37,0,14,0,0,0,0.04,0,0,0.4,2.311,1.036,0.124,13,113,4 oz,226,"1 cup,  (not packed)",0,0
1014,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",81.01,72,10.34,0.29,1.71,6.66,0,1.85,86,0.15,11,190,137,372,0.47,0.03,0.022,9.4,0,0.023,0.226,0.144,0.446,0.016,9,0,9,9,17.9,0.46,8,2,2,0,0,0,0,0,0.01,0,0,0,0.169,0.079,0.003,7,145,"1 cup,  (not packed)",113,4 oz,0,0
1015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",81.24,81,10.45,2.27,1.27,4.76,0,4,111,0.13,9,150,125,308,0.51,0.033,0.015,11.9,0,0.02,0.251,0.103,0.524,0.057,8,0,8,8,16.3,0.47,225,68,68,0,6,0,0,0,0.08,0,0,0,1.235,0.516,0.083,12,113,4 oz,226,"1 cup,  (not packed)",0,0
1016,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",82.48,72,12.39,1.02,1.39,2.72,0,2.72,61,0.14,5,134,86,406,0.38,0.028,0.003,9,0,0.021,0.165,0.128,0.215,0.068,12,0,12,12,17.5,0.63,41,11,11,0,3,0,0,0,0.01,0,0,0.1,0.645,0.291,0.031,4,113,4 oz,226,"1 cup,  (not packed)",0,0
1017,"CHEESE,CREAM",54.44,342,5.93,34.24,1.32,4.07,0,3.21,98,0.38,9,106,138,365,0.51,0.019,0.011,2.4,0,0.02,0.125,0.145,0.57,0.035,11,0,11,11,27.2,0.25,1343,366,359,0,88,0,0,0,0.29,0.6,25,2.9,19.292,8.62,1.437,110,14,1 tbsp,232,1 cup,0,0
1018,"CHEESE,EDAM",41.56,357,24.99,27.8,4.22,1.43,0,1.43,731,0.44,30,536,188,812,3.75,0.036,0.011,14.5,0,0.037,0.389,0.082,0.281,0.076,16,0,16,16,15.4,1.54,825,243,242,0,11,0,0,0,0.24,0.5,20,2.3,17.572,8.125,0.665,89,28,1 oz,198,"1 package,  (7 oz)",0,0
1019,"CHEESE,FETA",55.22,264,14.21,21.28,5.2,4.09,0,4.09,493,0.65,19,337,62,917,2.88,0.032,0.028,15,0,0.154,0.844,0.991,0.967,0.424,32,0,32,32,15.4,1.69,422,125,125,0,3,0,0,0,0.18,0.4,16,1.8,14.946,4.623,0.591,89,150,"1 cup, crumbled",28.35,1 oz,0,0
1020,"CHEESE,FONTINA",37.92,389,25.6,31.14,3.79,1.55,0,1.55,550,0.23,14,346,64,800,3.5,0.025,0.014,14.5,0,0.021,0.204,0.15,0.429,0.083,6,0,6,6,15.4,1.68,913,261,258,0,32,0,0,0,0.27,0.6,23,2.6,19.196,8.687,1.654,116,132,"1 cup, diced",108,"1 cup, shredded",0,0
1021,"CHEESE,GJETOST",13.44,466,9.65,29.51,4.75,42.65,0,,400,0.52,70,444,1409,600,1.14,0.08,0.04,14.5,0,0.315,1.382,0.813,3.351,0.271,5,0,5,5,,2.42,1113,334,334,,,,,,,,,,19.16,7.879,0.938,94,28,1 oz,227,"1 package,  (8 oz)",0,0
1022,"CHEESE,GOUDA",41.46,356,24.94,27.44,3.94,2.22,0,2.22,700,0.24,29,546,121,819,3.9,0.036,0.011,14.5,0,0.03,0.334,0.063,0.34,0.08,21,0,21,21,15.4,1.54,563,165,164,0,10,0,0,0,0.24,0.5,20,2.3,17.614,7.747,0.657,114,28,1 oz,198,"1 package,  (7 oz)",0,0
1023,"CHEESE,GRUYERE",33.19,413,29.81,32.34,4.3,0.36,0,0.36,1011,0.17,36,605,81,714,3.9,0.032,0.017,14.5,0,0.06,0.279,0.106,0.562,0.081,10,0,10,10,15.4,1.6,948,271,268,0,33,0,0,0,0.28,0.6,24,2.7,18.913,10.043,1.733,110,28,1 oz,28,"1 slice,  (1 oz)",0,0
1024,"CHEESE,LIMBURGER",48.42,327,20.05,27.25,3.79,0.49,0,0.49,497,0.13,21,393,128,800,2.1,0.021,0.038,14.5,0,0.08,0.503,0.158,1.177,0.086,58,0,58,58,15.4,1.04,1155,340,339,0,15,0,0,0,0.23,0.5,20,2.3,16.746,8.606,0.495,90,134,1 cup,28.35,1 oz,0,0
1025,"CHEESE,MONTEREY",41.01,373,24.48,30.28,3.55,0.68,0,0.5,746,0.72,27,444,81,600,3,0.032,0.011,14.5,0,0.015,0.39,0.093,0.21,0.079,18,0,18,18,15.4,0.83,769,198,192,0,78,0,0,0,0.26,0.6,22,2.5,19.066,8.751,0.899,89,132,"1 cup, diced",113,"1 cup, shredded",0,0
1026,"CHEESE,MOZZARELLA,WHL MILK",50.01,300,22.17,22.35,3.28,2.19,0,1.03,505,0.44,20,354,76,627,2.92,0.011,0.03,17,0,0.03,0.283,0.104,0.141,0.037,7,0,7,7,15.4,2.28,676,179,174,0,57,0,0,0,0.19,0.4,16,2.3,13.152,6.573,0.765,79,112,"1 cup, shredded",28.35,1 oz,0,0
1027,"CHEESE,MOZZARELLA,WHL MILK,LO MOIST",48.38,318,21.6,24.64,2.91,2.47,0,1.01,575,0.2,21,412,75,710,2.46,0.022,0.009,16.1,0,0.016,0.27,0.094,0.071,0.062,8,0,8,8,15,0.73,745,197,192,0,63,0,0,0,0.21,0.5,18,2.5,15.561,7.027,0.778,89,28,1 oz,18,1 cubic inch,0,0
1028,"CHEESE,MOZZARELLA,PART SKIM MILK",53.78,254,24.26,15.92,3.27,2.77,0,1.13,782,0.22,23,463,84,619,2.76,0.025,0.01,14.4,0,0.018,0.303,0.105,0.079,0.07,9,0,9,9,15.4,0.82,481,127,124,0,41,0,0,0,0.14,0.3,12,1.6,10.114,4.51,0.472,64,28,1 oz,,,0,0
1029,"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM",45.54,301,24.58,19.72,3.8,6.36,0,2.24,716,0.23,29,537,131,682,3.61,0.034,0.041,26.8,0,0.059,0.348,0.144,0.415,0.111,27,0,27,27,14.2,1.82,846,254,254,0,0,0,0,0,0.43,0.4,15,1.3,11.473,5.104,0.861,65,132,"1 cup, diced",113,"1 cup, shredded",0,0
1030,"CHEESE,MUENSTER",41.77,368,23.41,30.04,3.66,1.12,0,1.12,717,0.41,27,468,134,628,2.81,0.031,0.008,14.5,0,0.013,0.32,0.103,0.19,0.056,12,0,12,12,15.4,1.47,1012,298,297,0,13,0,0,0,0.26,0.6,22,2.5,19.113,8.711,0.661,96,132,"1 cup, diced",113,"1 cup, shredded",0,0
1031,"CHEESE,NEUFCHATEL",63.11,253,9.15,22.78,1.37,3.59,0,3.19,117,0.13,10,138,152,334,0.82,0.027,0.011,3,0,0.022,0.155,0.21,0.575,0.041,14,0,14,14,,0.3,841,241,239,0,27,0,0,,0.4,,,1.7,12.79,5.784,0.97,74,28,1 oz,85,"1 package,  (3 oz)",0,0
1032,"CHEESE,PARMESAN,GRATED",22.65,420,28.42,27.84,7.18,13.91,0,0.07,853,0.49,34,627,180,1804,4.2,0.04,0.071,34.4,0,0.026,0.358,0.08,0.45,0.081,6,0,6,6,14.1,1.4,974,262,255,0,73,0,0,0,0.53,0.5,21,1.7,15.371,7.13,1.386,86,100,1 cup,5,1 tbsp,0,0
1033,"CHEESE,PARMESAN,HARD",29.16,392,35.75,25.83,6.04,3.22,0,0.8,1184,0.82,44,694,92,1376,2.75,0.032,0.02,22.5,0,0.039,0.332,0.271,0.453,0.091,7,0,7,7,15.4,1.2,781,207,201,0,66,0,0,0,0.22,0.5,19,1.7,16.41,7.515,0.569,68,28,1 oz,10.3,1 cubic inch,0,0
1034,"CHEESE,PORT DE SALUT",45.45,352,23.78,28.2,2,0.57,0,0.57,650,0.43,24,360,136,534,2.6,0.022,0.011,14.5,0,0.014,0.24,0.06,0.21,0.053,18,0,18,18,15.4,1.5,1092,315,313,0,29,0,0,0,0.24,0.5,21,2.4,16.691,9.338,0.729,123,132,"1 cup, diced",113,"1 cup, shredded",0,0
1035,"CHEESE,PROVOLONE",40.95,351,25.58,26.62,4.71,2.14,0,0.56,756,0.52,28,496,138,876,3.23,0.026,0.01,14.5,0,0.019,0.321,0.156,0.476,0.073,10,0,10,10,15.4,1.46,880,236,230,0,68,0,0,0,0.23,0.5,20,2.2,17.078,7.393,0.769,69,132,"1 cup, diced",28.35,1 oz,0,0
1036,"CHEESE,RICOTTA,WHOLE MILK",71.7,174,11.26,12.98,1.02,3.04,0,0.27,207,0.38,11,158,105,84,1.16,0.021,0.006,14.5,0,0.013,0.195,0.104,0.213,0.043,12,0,12,12,17.5,0.34,445,120,117,0,33,0,0,0,0.11,0.2,10,1.1,8.295,3.627,0.385,51,124,.5 cup,246,1 cup,0,0
1037,"CHEESE,RICOTTA,PART SKIM MILK",74.41,138,11.39,7.91,1.15,5.14,0,0.31,272,0.44,15,183,125,99,1.34,0.034,0.01,16.7,0,0.021,0.185,0.078,0.242,0.02,13,0,13,13,16.3,0.29,384,107,105,0,20,0,0,0,0.07,0.1,6,0.7,4.927,2.314,0.26,31,124,.5 cup,28.35,1 oz,0,0
1038,"CHEESE,ROMANO",30.91,387,31.8,26.94,6.72,3.63,0,0.73,1064,0.77,41,760,86,1433,2.58,0.03,0.02,14.5,0,0.037,0.37,0.077,0.424,0.085,7,0,7,7,15.4,1.12,415,96,90,0,69,0,0,0,0.23,0.5,20,2.2,17.115,7.838,0.593,104,28,1 oz,142,"5 package,  (5 oz)",0,0
1039,"CHEESE,ROQUEFORT",39.38,369,21.54,30.64,6.44,2,0,,662,0.56,30,392,91,1809,2.08,0.034,0.03,14.5,0,0.04,0.586,0.734,1.731,0.124,49,0,49,49,,0.64,1047,294,290,,,,,,,,,,19.263,8.474,1.32,90,28,1 oz,85,"1 package,  (3 oz)",0,0
1040,"CHEESE,SWISS",37.12,380,26.93,27.8,2.77,5.38,0,1.32,791,0.2,38,567,77,70,4.36,0.043,0.005,18.2,0,0.063,0.296,0.092,0.429,0.083,6,0,6,6,15.5,3.34,830,220,214,0,70,0,0,0,0.38,0.5,20,2.5,17.779,7.274,0.972,92,132,"1 cup, diced",244,"1 cup, melted",0,0
1041,"CHEESE,TILSIT",42.86,340,24.41,25.98,4.87,1.88,0,,700,0.23,13,500,65,753,3.5,0.026,0.013,14.5,0,0.061,0.359,0.205,0.346,0.065,20,0,20,20,,2.1,1045,249,236,,,,,,,,,,16.775,7.136,0.721,102,28,1 oz,170,"1 package,  (6 oz)",0,0
1042,"CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D",39.61,366,18.13,30.71,6.78,4.78,0,2.26,1045,0.63,26,641,132,1671,2.49,0.046,0.041,20.2,0,0.015,0.234,0.076,0.403,0.054,8,0,8,8,19.2,1.5,1131,317,313,0,49,7,0,21,0.8,7.5,301,3.7,18.057,8.236,1.286,100,28,1 oz,28,"1 slice,  (1 oz)",0,0
1043,"CHEESE,PAST PROCESS,PIMENTO",39.08,375,22.13,31.2,5.84,1.73,0.1,0.62,614,0.42,22,744,162,915,2.98,0.033,0.016,14.5,2.3,0.027,0.354,0.078,0.485,0.071,8,0,8,8,34.7,0.7,1030,244,231,12,150,0,0,18,0.29,0.5,22,2.9,19.663,8.937,0.988,94,140,"1 cup, diced",244,"1 cup, melted",0,0
1044,"CHEESE,PAST PROCESS,SWISS",42.31,334,24.73,25.01,5.85,2.1,0,1.23,772,0.61,29,762,216,1370,3.61,0.027,0.014,15.9,0,0.014,0.276,0.038,0.26,0.036,6,0,6,6,36.2,1.23,746,198,192,0,63,0,0,0,0.34,0.5,18,2.2,16.045,7.046,0.622,85,140,"1 cup, diced",113,"1 cup, shredded",0,0
1045,"CHEESE FD,COLD PK,AMERICAN",43.12,331,19.66,24.46,4.44,8.32,0,,497,0.84,30,400,363,966,3.01,0.03,0.01,16.2,0,0.03,0.446,0.074,0.977,0.141,5,0,5,5,,1.28,705,,,,,,,,,,,,15.355,7.165,0.719,64,28,1 oz,227,"1 package,  (8 oz)",0,0
1046,"CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT",44,330,16.86,25.63,4.96,8.56,0,5.59,682,0.26,27,438,255,1284,2.31,0.034,0.025,19.6,0,0.035,0.36,0.155,0.855,0.102,7,0,7,7,36.2,1.33,761,201,196,0,65,0,0,0,0.63,2.5,102,3.4,15.057,6.846,1.049,98,113,1 cup,28.35,1 oz,0,0
1047,"CHEESE FD,PAST PROCESS,SWISS",43.67,323,21.92,24.14,5.77,4.5,0,,723,0.6,28,526,284,1552,3.55,0.03,0.01,16.1,0,0.014,0.4,0.104,0.5,0.035,6,0,6,6,,2.3,856,237,233,,,,,,,,,,15.487,6.801,0.6,82,28,1 oz,227,"1 package,  (8 oz)",0,0
1048,"CHEESE SPRD,PAST PROCESS,AMERICAN",47.65,290,16.41,21.23,5.98,8.73,0,7.32,562,0.33,29,875,242,1625,2.59,0.033,0.02,11.3,0,0.048,0.431,0.131,0.686,0.117,7,0,7,7,36.2,0.4,653,173,168,0,55,0,0,0,0.19,0.4,16,1.8,13.327,6.219,0.624,55,140,"1 cup, diced",244,1 cup,0,0
1049,"CREAM,FLUID,HALF AND HALF",80.57,130,2.96,11.5,0.67,4.3,0,4.3,105,0.07,10,95,130,41,0.51,0.01,0.001,1.8,0.9,0.035,0.149,0.078,0.289,0.039,3,0,3,3,18.7,0.33,354,97,95,0,22,0,0,0,0.33,0.2,8,1.3,7.158,3.321,0.427,37,30,1 fl oz,15,1 tbsp,0,0
1050,"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",73.75,195,2.7,19.31,0.58,3.66,0,3.66,96,0.04,9,80,122,40,0.27,0.008,0.001,0.6,0.8,0.032,0.148,0.057,0.276,0.032,2,0,2,2,16.8,0.22,656,181,178,0,37,0,0,0,0.55,0.4,14,1.7,12.02,5.577,0.717,66,30,1 fl oz,15,1 tbsp,0,0
1052,"CREAM,FLUID,LT WHIPPING",63.5,292,2.17,30.91,0.46,2.96,0,2.96,69,0.03,7,61,97,34,0.25,0.007,0.001,0.5,0.6,0.024,0.125,0.042,0.259,0.028,4,0,4,4,16.8,0.2,1013,279,274,0,60,0,0,0,0.88,0.6,23,2.7,19.337,9.093,0.884,111,120,"1 cup,  whipped",239,"1 cup, fluid (yields 2 cups whipped)",0,0
1053,"CREAM,FLUID,HVY WHIPPING",57.71,345,2.05,37,0.45,2.79,0,2.79,65,0.03,7,62,75,38,0.23,0.006,0.001,0.5,0.6,0.022,0.11,0.039,0.255,0.026,4,0,4,4,16.8,0.18,1470,411,405,0,72,0,0,0,1.06,0.7,27,3.2,23.032,10.686,1.374,137,120,"1 cup,  whipped",238,"1 cup, fluid (yields 2 cups whipped)",0,0
1054,"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",61.33,257,3.2,22.22,0.76,12.49,0,8,101,0.05,11,89,147,8,0.37,0.01,0.001,1.4,0,0.037,0.065,0.07,0.305,0.041,3,0,3,3,16.8,0.29,685,188,184,0,43,0,0,0,0.64,0.4,16,1.9,13.831,6.418,0.825,76,60,1 cup,3,1 tbsp,0,0
1055,"CREAM,SOUR,RED FAT,CULTURED",80.14,135,2.94,12,0.66,4.26,0,0.16,104,0.07,10,95,129,89,0.5,0.016,0.003,2.1,0.9,0.035,0.149,0.067,0.363,0.016,11,0,11,11,19.2,0.3,372,102,100,0,23,0,0,0,0.34,0.2,9,0.6,7.47,3.466,0.446,39,15,1 tbsp,242,1 cup,0,0
1056,"CREAM,SOUR,CULTURED",74.46,193,2.07,19.73,0.85,2.88,0,2.88,110,0.17,10,115,141,47,0.38,0.019,0.011,2.6,0.9,0.036,0.172,0.109,0.336,0.057,7,0,7,7,19.2,0.28,576,176,174,0,26,0,0,0,0.44,0.4,14,1.8,11.507,5.068,0.84,52,12,1 tbsp,230,1 cup,0,0
1057,EGGNOG,82.54,88,4.55,4.19,0.67,8.05,0,8.05,130,0.2,19,109,165,54,0.46,0.013,0.005,4.2,1.5,0.034,0.19,0.105,0.417,0.05,1,0,1,1,52.2,0.45,206,59,58,0,7,0,0,54,0.21,1.2,49,0.3,2.591,1.302,0.198,59,254,1 cup,31.8,1 fl oz,0,0
1059,"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",87.67,63,3.33,3.46,0.8,4.74,0,,128,0.05,13,97,139,57,0.36,0.01,0.002,2,0.9,0.03,0.123,0.087,0.301,0.04,5,0,5,5,,0.34,7,2,2,,,,,,,,,,0.768,1.783,0.75,2,244,1 cup,976,1 quart,0,0
1060,"MILK,FILLED,FLUID,W/LAURIC ACID OIL",87.73,63,3.33,3.4,0.8,4.74,0,4.74,128,0.05,13,97,139,57,0.36,0.01,0.002,2,0.9,0.03,0.123,0.087,0.301,0.04,5,0,5,5,15,0.34,7,2,2,0,0,0,0,0,0.13,0,0,0.8,3.101,0.1,0.01,2,244,1 cup,30.5,1 fl oz,0,0
1061,"CHEESE,AMERICAN,NONFAT OR FAT FREE",65.47,126,21.05,0,2.95,10.53,0,5.26,789,0,115,316,393,1316,4.11,0.559,,14.6,0,0.412,0.545,5.56,,0.567,9,0,9,9,38.4,1.85,189,56,55,0,3,0,0,0,0.27,0.1,5,0.2,0,0,0,26,19,1 serving,,,0,0
1067,"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",77.27,136,1,9.97,0.38,11.38,0,11.38,9,0.03,0,64,191,67,0.02,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,9,0,0,0,0.81,0,0,2.5,1.937,7.551,0.027,0,15,"1 container,  individual",30,1 fl oz,0,0
1068,"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",77.27,136,1,9.97,0.38,11.38,0,,9,0.03,0,64,191,79,0.02,0.025,0.04,1.1,0,0,0,0,0,0,0,0,0,0,,0,89,4,0,,,,,,,,,,9.304,0.106,0.003,0,15,"1 container,  individual",120,.5 cup,0,0
1069,"CREAM SUBSTITUTE,POWDERED",2.21,545,4.79,35.48,2.64,54.88,0,54.88,22,1.15,4,422,812,123,0.51,0.115,0.22,0.6,0,0,0.165,0,0,0,0,0,0,0,2.3,0,33,2,0,0,20,0,0,0,0.59,0,0,8.8,32.525,0.968,0.014,0,94,1 cup,2,1 tsp,0,0
1074,"SOUR CRM,IMITN,CULTURED",71.15,208,2.4,19.52,0.3,6.63,0,6.63,3,0.39,6,45,161,102,1.18,0.058,0.11,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,4.8,17.791,0.588,0.056,0,28,1 oz,230,1 cup,0,0
1076,"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",88.18,61,1.75,3.41,0.5,6.16,0,,33,0.39,6,74,114,78,1.18,0.051,0.097,1.9,0,0.012,0.088,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,3.037,0.176,0.008,0,244,1 cup,976,1 quart,0,0
1077,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",88.13,61,3.15,3.25,0.67,4.8,0,5.05,113,0.03,10,84,132,43,0.37,0.025,0.004,3.7,0,0.046,0.169,0.089,0.373,0.036,5,0,5,5,14.3,0.45,162,46,45,0,7,0,0,0,0.07,1.3,51,0.3,1.865,0.812,0.195,10,244,1 cup,30.5,1 fl oz,0,0
1078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",87.69,64,3.28,3.66,0.72,4.65,0,,119,0.05,13,93,151,49,0.38,0.01,0.004,2,1.5,0.038,0.161,0.084,0.313,0.042,5,0,5,5,,0.36,138,33,31,,,,,,,,,,2.278,1.057,0.136,14,244,1 cup,976,1 quart,0,0
1079,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",89.21,50,3.3,1.98,0.71,4.8,0,5.06,120,0.02,11,92,140,47,0.48,0.006,0.014,2.5,0.2,0.039,0.185,0.092,0.356,0.038,5,0,5,5,16.4,0.53,190,55,55,0,4,0,0,0,0.03,1.2,49,0.2,1.257,0.56,0.073,8,244,1 cup,30.5,1 fl oz,0,0
1080,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D",88.86,51,3.48,1.92,0.77,4.97,0,,128,0.05,14,100,162,52,0.4,0.008,0.002,2.3,1,0.04,0.173,0.09,0.336,0.045,5,0,5,5,,0.38,204,56,55,,,,,,,1,40,,1.195,0.555,0.071,8,245,1 cup,980,1 quart,0,0
1081,"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D",87.71,56,3.95,1.98,0.87,5.49,0,5.26,143,0.06,16,112,182,59,0.45,0.008,0.002,2.6,1.1,0.045,0.194,0.101,0.376,0.051,6,0,6,6,,0.43,5,0,,0,3,0,0,0,0.04,1,40,0.1,1.232,0.572,0.074,8,246,1 cup,984,1 quart,0,0
1082,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D",89.92,42,3.37,0.97,0.75,4.99,0,5.2,125,0.03,11,95,150,44,0.42,0.01,0.003,3.3,0,0.02,0.185,0.093,0.361,0.037,5,0,5,5,17.7,0.47,196,58,58,0,2,0,0,0,0.01,1.2,48,0.1,0.633,0.277,0.035,5,244,1 cup,30.5,1 fl oz,0,0
1083,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D",89.81,43,3.48,0.97,0.77,4.97,0,,128,0.05,14,100,162,52,0.4,0.01,0.002,2.3,1,0.04,0.173,0.09,0.336,0.045,5,0,5,5,,0.38,204,59,58,,,,,,,1,40,,0.604,0.28,0.036,4,245,1 cup,980,1 quart,0,0
1084,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",88.74,48,3.93,1.17,0.86,5.52,0,,142,0.06,16,111,180,58,0.45,0.01,0.002,2.5,1.2,0.045,0.192,0.1,0.373,0.05,6,0,6,6,,0.43,203,61,61,,,,,,,1,40,,0.728,0.338,0.043,4,246,1 cup,984,1 quart,0,0
